female,prechod,C,D,OR6,OR8,sig_OR6,sig_OR8,OR86,barva
0. male,N1C_N2C,euro7,euro12,3.28425,4.7741935484,sig,sig,1.453663256,B1
0. male,N1C_N2C,euro7,euro2,2.2676767677,2.7013945857,sig,sig,1.1912608641,B1
0. male,N1C_N2C,euro7,euro3,3.8331154684,4.6187977099,sig,sig,1.2049722342,B1
0. male,N1C_N2C,euro7,euro4,4.68,4.7244897959,sig,sig,1.0095063666,B1
0. male,N1C_N2C,euro7,euro5,3.6622740964,3.2028534649,sig,sig,0.8745531822,B1
0. male,N1C_N2C,euro7,euro6,3.859375,3.1365079365,sig,sig,0.8126984127,B1
0. male,N1C_N2C,euro7,euro7,,,nesig,nesig,,B4
0. male,N1C_N2C,euro7,euro8,1.8031478102,2.3523809524,nesig,sig,1.3045968495,B3
0. male,N1C_N2C,euro7,euro9,4.7115384615,4.7811072292,sig,sig,1.014765616,B1
0. male,N1C_N2C,euro8,euro1,2.6366133866,4.9741765481,sig,sig,1.8865779008,B1
0. male,N1C_N2C,euro8,euro10,3.7039244908,4.3833833834,sig,sig,1.1834429655,B1
0. male,N1C_N2C,euro8,euro11,1.3551136364,3.2836879433,nesig,sig,2.423182717,B3
0. male,N1C_N2C,euro8,euro12,2.0466346154,3.4117647059,nesig,sig,1.6670121184,B3
0. male,N1C_N2C,euro8,euro2,1.7939750693,3.3823529412,nesig,sig,1.8853957333,B3
0. male,N1C_N2C,euro8,euro3,2.7298850575,5.4782608696,sig,sig,2.0067734554,B1
0. male,N1C_N2C,euro8,euro4,2.1244444444,1.762962963,nesig,nesig,0.829846583,B4
0. male,N1C_N2C,euro8,euro5,3.0746853147,3.6867442902,sig,sig,1.1990639408,B1
0. male,N1C_N2C,euro8,euro6,4.5773273273,6.7647058824,sig,sig,1.4778724349,B1
0. male,N1C_N2C,euro8,euro7,1.8031478102,2.3523809524,nesig,sig,1.3045968495,B3
0. male,N1C_N2C,euro8,euro8,,,nesig,nesig,,B4
0. male,N1C_N2C,euro8,euro9,4.0321141838,7.0141414141,sig,sig,1.7395691428,B1
0. male,N1C_N2C,euro9,euro1,4.9219047619,5.7721568627,sig,sig,1.1727485886,B1
0. male,N1C_N2C,euro9,euro10,2.8613044182,4.2448979592,sig,sig,1.4835534214,B1
0. male,N1C_N2C,euro9,euro11,1.9764705882,3.5636094675,sig,sig,1.8030166948,B1
0. male,N1C_N2C,euro9,euro12,3.7557894737,6.0121212121,sig,sig,1.600760973,B1
0. male,N1C_N2C,euro9,euro2,2.6159922395,3.3128834356,sig,sig,1.2663965075,B1
0. male,N1C_N2C,euro9,euro3,5.7067932068,5.7637335926,sig,sig,1.0099776501,B1
0. male,N1C_N2C,euro9,euro4,5.9436090226,5.5563157895,sig,sig,0.9348387097,B1
0. male,N1C_N2C,euro9,euro5,4.5591517857,4.7674718574,sig,sig,1.0456927256,B1
0. male,N1C_N2C,euro9,euro6,6.7067669173,6.387283237,sig,sig,0.9523639804,B1
0. male,N1C_N2C,euro9,euro7,4.7115384615,4.7811072292,sig,sig,1.014765616,B1
0. male,N1C_N2C,euro9,euro8,4.0321141838,7.0141414141,sig,sig,1.7395691428,B1
0. male,N1C_N2C,euro9,euro9,,,nesig,nesig,,B4
0. male,N1C_Z,euro1,euro1,,,nesig,nesig,,B4
0. male,N1C_Z,euro1,euro10,5.9555555556,3.380952381,sig,nesig,0.5676972281,B2
0. male,N1C_Z,euro1,euro11,5.4,1.5104895105,nesig,nesig,0.2797202797,B4
0. male,N1C_Z,euro1,euro12,3.0441176471,4.5454545455,nesig,sig,1.4931927975,B3
0. male,N1C_Z,euro1,euro2,3.71875,2.7692307692,sig,nesig,0.7446670976,B2
0. male,N1C_Z,euro1,euro3,10.8,2.4666666667,sig,nesig,0.2283950617,B2
0. male,N1C_Z,euro1,euro4,5.4,8.3076923077,nesig,sig,1.5384615385,B3
0. male,N1C_Z,euro1,euro5,3.9703703704,6.6111111111,sig,sig,1.6651119403,B1
0. male,N1C_Z,euro1,euro7,2.3822222222,16.971428571,nesig,sig,7.1242004264,B3
0. male,N1C_Z,euro1,euro8,,4.1538461538,nesig,nesig,,B4
0. male,N1C_Z,euro1,euro9,4.8888888889,5.175,sig,sig,1.0585227273,B1
0. male,N1C_Z,euro10,euro1,5.9555555556,3.380952381,sig,nesig,0.5676972281,B2
0. male,N1C_Z,euro10,euro10,,,nesig,nesig,,B4
0. male,N1C_Z,euro10,euro11,28.4,1.3518518519,sig,nesig,0.0476004173,B2
0. male,N1C_Z,euro10,euro12,4.3209876543,1.6222222222,sig,nesig,0.3754285714,B2
0. male,N1C_Z,euro10,euro2,8.5,2.3174603175,sig,nesig,0.2726423903,B2
0. male,N1C_Z,euro10,euro3,19.636363636,3.7,sig,nesig,0.1884259259,B2
0. male,N1C_Z,euro10,euro4,4.0555555556,13.5,nesig,sig,3.3287671233,B3
0. male,N1C_Z,euro10,euro5,9.9259259259,1.2478632479,sig,nesig,0.125717566,B2
0. male,N1C_Z,euro10,euro7,5.9555555556,6.4814814815,sig,sig,1.0883084577,B1
0. male,N1C_Z,euro10,euro8,2.8461538462,6.75,nesig,sig,2.3716216216,B3
0. male,N1C_Z,euro10,euro9,4.25,2.4545454545,sig,nesig,0.577540107,B2
0. male,N1C_Z,euro11,euro1,5.4,1.5104895105,nesig,nesig,0.2797202797,B4
0. male,N1C_Z,euro11,euro10,28.4,1.3518518519,sig,nesig,0.0476004173,B2
0. male,N1C_Z,euro11,euro11,,,nesig,nesig,,B4
0. male,N1C_Z,euro11,euro12,4.0555555556,1.2166666667,nesig,nesig,0.3,B4
0. male,N1C_Z,euro11,euro2,25.818181818,9.7222222222,sig,sig,0.3765649452,B1
0. male,N1C_Z,euro11,euro3,24.333333333,12.166666667,sig,sig,0.5,B1
0. male,N1C_Z,euro11,euro4,4.625,1.4230769231,nesig,nesig,0.3076923077,B4
0. male,N1C_Z,euro11,euro5,3.2444444444,2.5818181818,nesig,nesig,0.795765878,B4
0. male,N1C_Z,euro11,euro7,5.4,1.7851239669,nesig,nesig,0.3305785124,B4
0. male,N1C_Z,euro11,euro9,14.947368421,2.84,sig,nesig,0.19,B2
0. male,N1C_Z,euro12,euro1,3.0441176471,4.5454545455,nesig,sig,1.4931927975,B3
0. male,N1C_Z,euro12,euro10,4.3209876543,1.6222222222,sig,nesig,0.3754285714,B2
0. male,N1C_Z,euro12,euro11,4.0555555556,1.2166666667,nesig,nesig,0.3,B4
0. male,N1C_Z,euro12,euro12,,,nesig,nesig,,B4
0. male,N1C_Z,euro12,euro2,3.8888888889,2.0857142857,sig,nesig,0.5363265306,B2
0. male,N1C_Z,euro12,euro3,19.636363636,3.3636363636,sig,nesig,0.1712962963,B2
0. male,N1C_Z,euro12,euro5,2.1846153846,3.2272727273,nesig,nesig,1.4772727273,B4
0. male,N1C_Z,euro12,euro7,3.0441176471,3.55,nesig,nesig,1.1661835749,B4
0. male,N1C_Z,euro12,euro8,2.8461538462,2.92,nesig,nesig,1.0259459459,B4
0. male,N1C_Z,euro12,euro9,3.0441176471,3.55,nesig,nesig,1.1661835749,B4
0. male,N1C_Z,euro2,euro1,3.71875,2.7692307692,sig,nesig,0.7446670976,B2
0. male,N1C_Z,euro2,euro10,8.5,2.3174603175,sig,nesig,0.2726423903,B2
0. male,N1C_Z,euro2,euro11,25.818181818,9.7222222222,sig,sig,0.3765649452,B1
0. male,N1C_Z,euro2,euro12,3.8888888889,2.0857142857,sig,nesig,0.5363265306,B2
0. male,N1C_Z,euro2,euro2,,,nesig,nesig,,B4
0. male,N1C_Z,euro2,euro3,18,4.625,sig,nesig,0.2569444444,B2
0. male,N1C_Z,euro2,euro5,2.9166666667,5.1636363636,nesig,sig,1.7703896104,B3
0. male,N1C_Z,euro2,euro7,3.71875,1.7380952381,sig,nesig,0.4673869548,B2
0. male,N1C_Z,euro2,euro8,2.6428571429,9,nesig,sig,3.4054054054,B3
0. male,N1C_Z,euro2,euro9,7.0714285714,1.7380952381,sig,nesig,0.2457912458,B2
0. male,N1C_Z,euro3,euro1,10.8,2.4666666667,sig,nesig,0.2283950617,B2
0. male,N1C_Z,euro3,euro10,19.636363636,3.7,sig,nesig,0.1884259259,B2
0. male,N1C_Z,euro3,euro11,24.333333333,12.166666667,sig,sig,0.5,B1
0. male,N1C_Z,euro3,euro12,19.636363636,3.3636363636,sig,nesig,0.1712962963,B2
0. male,N1C_Z,euro3,euro2,18,4.625,sig,nesig,0.2569444444,B2
0. male,N1C_Z,euro3,euro3,,,nesig,nesig,,B4
0. male,N1C_Z,euro3,euro4,24.333333333,9.25,sig,nesig,0.3801369863,B2
0. male,N1C_Z,euro3,euro5,1.5416666667,,nesig,nesig,,B4
0. male,N1C_Z,euro3,euro7,10.8,2.8461538462,sig,nesig,0.2635327635,B2
0. male,N1C_Z,euro3,euro9,10.8,12.166666667,sig,sig,1.1265432099,B1
0. male,N1C_Z,euro4,euro1,5.4,8.3076923077,nesig,sig,1.5384615385,B3
0. male,N1C_Z,euro4,euro10,4.0555555556,13.5,nesig,sig,3.3287671233,B3
0. male,N1C_Z,euro4,euro11,4.625,1.4230769231,nesig,nesig,0.3076923077,B4
0. male,N1C_Z,euro4,euro3,24.333333333,9.25,sig,nesig,0.3801369863,B2
0. male,N1C_Z,euro4,euro4,,,nesig,nesig,,B4
0. male,N1C_Z,euro4,euro5,1.15625,1.3214285714,nesig,nesig,1.1428571429,B4
0. male,N1C_Z,euro4,euro7,2.3174603175,9.8181818182,nesig,sig,4.2366127024,B3
0. male,N1C_Z,euro4,euro9,2.3174603175,1.4230769231,nesig,nesig,0.6140674394,B4
0. male,N1C_Z,euro5,euro1,3.9703703704,6.6111111111,sig,sig,1.6651119403,B1
0. male,N1C_Z,euro5,euro10,9.9259259259,1.2478632479,sig,nesig,0.125717566,B2
0. male,N1C_Z,euro5,euro11,3.2444444444,2.5818181818,nesig,nesig,0.795765878,B4
0. male,N1C_Z,euro5,euro12,2.1846153846,3.2272727273,nesig,nesig,1.4772727273,B4
0. male,N1C_Z,euro5,euro2,2.9166666667,5.1636363636,nesig,sig,1.7703896104,B3
0. male,N1C_Z,euro5,euro3,1.5416666667,,nesig,nesig,,B4
0. male,N1C_Z,euro5,euro4,1.15625,1.3214285714,nesig,nesig,1.1428571429,B4
0. male,N1C_Z,euro5,euro5,,,nesig,nesig,,B4
0. male,N1C_Z,euro5,euro7,2.2139037433,2.5818181818,nesig,nesig,1.1661835749,B4
0. male,N1C_Z,euro5,euro8,9.7333333333,4.5,nesig,nesig,0.4623287671,B4
0. male,N1C_Z,euro5,euro9,3.9703703704,5.75,sig,sig,1.4482276119,B1
0. male,N1C_Z,euro6,euro6,,,nesig,nesig,,B4
0. male,N1C_Z,euro6,euro7,2.7,,nesig,nesig,,B4
0. male,N1C_Z,euro7,euro1,2.3822222222,16.971428571,nesig,sig,7.1242004264,B3
0. male,N1C_Z,euro7,euro10,5.9555555556,6.4814814815,sig,sig,1.0883084577,B1
0. male,N1C_Z,euro7,euro11,5.4,1.7851239669,nesig,nesig,0.3305785124,B4
0. male,N1C_Z,euro7,euro12,3.0441176471,3.55,nesig,nesig,1.1661835749,B4
0. male,N1C_Z,euro7,euro2,3.71875,1.7380952381,sig,nesig,0.4673869548,B2
0. male,N1C_Z,euro7,euro3,10.8,2.8461538462,sig,nesig,0.2635327635,B2
0. male,N1C_Z,euro7,euro4,2.3174603175,9.8181818182,nesig,sig,4.2366127024,B3
0. male,N1C_Z,euro7,euro5,2.2139037433,2.5818181818,nesig,nesig,1.1661835749,B4
0. male,N1C_Z,euro7,euro6,2.7,,nesig,nesig,,B4
0. male,N1C_Z,euro7,euro7,,,nesig,nesig,,B4
0. male,N1C_Z,euro7,euro8,1.6818181818,2.4333333333,nesig,nesig,1.4468468468,B4
0. male,N1C_Z,euro7,euro9,3.0306122449,4.3209876543,sig,sig,1.4257804381,B1
0. male,N1C_Z,euro8,euro1,,4.1538461538,nesig,nesig,,B4
0. male,N1C_Z,euro8,euro10,2.8461538462,6.75,nesig,sig,2.3716216216,B3
0. male,N1C_Z,euro8,euro12,2.8461538462,2.92,nesig,nesig,1.0259459459,B4
0. male,N1C_Z,euro8,euro2,2.6428571429,9,nesig,sig,3.4054054054,B3
0. male,N1C_Z,euro8,euro5,9.7333333333,4.5,nesig,nesig,0.4623287671,B4
0. male,N1C_Z,euro8,euro7,1.6818181818,2.4333333333,nesig,nesig,1.4468468468,B4
0. male,N1C_Z,euro8,euro8,,,nesig,nesig,,B4
0. male,N1C_Z,euro8,euro9,6.9523809524,2.4333333333,nesig,nesig,0.35,B4
0. male,N1C_Z,euro9,euro1,4.8888888889,5.175,sig,sig,1.0585227273,B1
0. male,N1C_Z,euro9,euro10,4.25,2.4545454545,sig,nesig,0.577540107,B2
0. male,N1C_Z,euro9,euro11,14.947368421,2.84,sig,nesig,0.19,B2
0. male,N1C_Z,euro9,euro12,3.0441176471,3.55,nesig,nesig,1.1661835749,B4
0. male,N1C_Z,euro9,euro2,7.0714285714,1.7380952381,sig,nesig,0.2457912458,B2
0. male,N1C_Z,euro9,euro3,10.8,12.166666667,sig,sig,1.1265432099,B1
0. male,N1C_Z,euro9,euro4,2.3174603175,1.4230769231,nesig,nesig,0.6140674394,B4
0. male,N1C_Z,euro9,euro5,3.9703703704,5.75,sig,sig,1.4482276119,B1
0. male,N1C_Z,euro9,euro7,3.0306122449,4.3209876543,sig,sig,1.4257804381,B1
0. male,N1C_Z,euro9,euro8,6.9523809524,2.4333333333,nesig,nesig,0.35,B4
0. male,N1C_Z,euro9,euro9,,,nesig,nesig,,B4
0. male,N1_N1,euro1,euro1,,,nesig,nesig,,B4
0. male,N1_N1,euro1,euro10,1.9285714286,1.1571428571,nesig,nesig,0.6,B4
0. male,N1_N1,euro1,euro12,24.6875,6.9298245614,sig,sig,0.2807017544,B1
0. male,N1_N1,euro1,euro2,2.091503268,3.8571428571,nesig,nesig,1.8441964286,B4
0. male,N1_N1,euro1,euro3,,7.4545454545,nesig,nesig,,B4
